year,ifs,iso,country,region,income_group,lending_category,pvd,hhd,gg,cg,pop,emp,hc,ctfp,labsh,pl_c,pl_i,pl_g,pl_x,pl_m,debt,debt_imp,rgdpc,growth,log_growth,gdp,gini,rgdpc_imputed,gdp_capita,independence_dummy,independence_year,us_pegger_dummy,gini_imputed,population
1979,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,7784071.999999999,2298723.2208251953,1.9527978897094729,0.9040378928184508,0.45041072368621826,0.2694520056247711,0.21628473699092865,0.17774878442287445,0.27278104424476624,0.285830557346344,NA,0.5316780441211506,6472,0.025023756731073803,0.02471578962039067,0.03734048401,NA,6472,0.025023756731073803,1,0,1,52.320312784759246,7922490
1980,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,7989185.999999999,2373489.6183013916,1.9735602140426636,0.926511526107788,0.49009162187576294,0.3042323589324951,0.2946615219116211,0.20859356224536896,0.3101864457130432,0.3004608750343323,NA,0.5349716158638792,6582,0.016996291718170582,0.01685347076495757,0.037086829689999996,NA,6582,0.016996291718170582,1,0,1,52.2948009081405,8135845
1981,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,8197652,2442950.2487182617,1.996592402458191,0.9145470261573792,0.466586709022522,0.3661772608757019,0.3717727661132813,0.21625973284244537,0.325879842042923,0.3240884840488434,NA,0.5382651876066077,6664,0.0124582193862048,0.012381254343393409,0.0561286412,NA,6664,0.0124582193862048,1,0,1,52.269660630657604,8352602
1982,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,8409397,2510444.6411132813,2.0198934078216553,0.8757619261741638,0.45173200964927673,0.35982489585876465,0.2843071222305298,0.2148573696613312,0.3269534111022949,0.34674161672592163,NA,0.5415587593493362,6558,-0.015906362545018007,-0.01603422644208503,0.0061484535399999995,NA,6558,-0.015906362545018007,1,0,0,52.245879300806806,8572607
1983,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,8624594,2580243.1106567383,2.043466091156006,0.8082122802734375,0.4147251844406128,0.3263510763645172,0.27853041887283325,0.16058623790740967,0.3027705252170563,0.33995166420936584,NA,0.5448523310920648,6252,-0.04666056724611162,-0.04778426586322639,-0.00336868771,NA,6252,-0.04666056724611162,1,0,0,52.224444267084344,8795873
1984,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,8843461.999999998,2652467.727661133,2.0673141479492188,0.7659816145896912,0.4165601134300232,0.3220701813697815,0.2512206435203552,0.1675475388765335,0.3263799846172333,0.3600137531757355,NA,0.5481459028347934,6336,0.013435700575815739,0.013346241952894486,0.026252732679999998,NA,6336,0.013435700575815739,1,0,1,52.20634287798647,9022979
1985,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,9066109,2727187.156677246,2.091440439224243,0.7511065602302551,0.4093870222568512,0.31692054867744446,0.2387891709804535,0.1538323014974594,0.3434748351573944,0.3425540030002594,NA,0.5514394745775218,6433,0.015309343434343434,0.015193337916738563,0.03935001412,NA,6433,0.015309343434343434,1,0,1,52.19256248200944,9254311
1986,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,9292474,2799241.542816162,2.1158483028411865,0.6795449256896973,0.4422951936721802,0.28815826773643494,0.2555498480796814,0.143352210521698,0.35762572288513184,0.37611448764801025,NA,0.5547330463202504,6452,0.002953520907819058,0.0029491678340991525,0.03464782516,NA,6452,0.002953520907819058,1,0,1,52.184090427649494,9490096
1987,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,9522359.999999998,2883553.7433624268,2.1405410766601563,0.6495671272277832,0.45011407136917114,0.2668137848377228,0.2393377274274826,0.12929584085941315,0.380334347486496,0.4210332036018371,NA,0.558026618062979,5893,-0.08663980161190328,-0.09062495440718618,-0.00259098708,NA,5893,-0.08663980161190328,1,0,0,52.18191406340288,9729376
1988,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,9755579,2959919.214248657,2.1655218601226807,0.5985878705978394,0.41385090351104736,0.24547237157821655,0.25539690256118774,0.12962400913238523,0.4098115563392639,0.4405285120010376,NA,0.5613201898057075,6357,0.0787374851518751,0.07579136209849548,0.0589046729,NA,6357,0.0787374851518751,1,0,0,52.18702073776584,9969788
1989,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,9991869.999999998,3138587.9516601563,2.1907942295074463,0.5815383195877075,0.3890676498413086,0.27098163962364197,0.2851782739162445,0.10678127408027648,0.4339274764060974,0.4602700471878052,NA,0.564613761548436,6207,-0.023596035865974516,-0.023878880522755996,0.010057779460000001,NA,6207,-0.023596035865974516,1,0,0,52.200397799234636,10210185
1990,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.5679073332911646,10230934,3336441.0400390625,2.2163615226745605,0.5878794193267822,0.35535669326782227,0.27337995171546936,0.2931390106678009,0.1125827431678772,0.42654868960380554,0.4658291339874267,0.5679073332911646,0.5679073332911646,6221,0.002255517963589496,0.00225297810136703,0.03679914053,NA,6221,0.002255517963589496,1,0,0,52.2230325963055,10449837
1991,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.5331238408686013,10472475,3479062.557220459,2.239013671875,0.590874433517456,0.34843766689300537,0.3076997697353363,0.29506880044937134,0.1139467880129814,0.5305520296096802,0.5105239152908325,0.5331238408686013,0.5331238408686013,6513.3368,0.04699193055778814,0.045921224655058435,0.042913423980000004,NA,6513.3368,0.04699193055778814,1,0,0,52.255912477474695,10686279
1992,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.5769648710202989,10716128.999999998,3585318.5653686523,2.261897087097168,0.5789358615875244,0.3535599410533905,0.32824599742889404,0.30811771750450134,0.10519470274448396,0.4006117284297943,0.4650980532169342,0.5769648710202989,0.5769648710202989,6715.4743,0.031034400063574146,0.03056257020426542,0.02114310675,NA,6715.4743,0.031034400063574146,1,0,0,52.30002479123845,10914222
1993,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.6639536291031841,10961466,3705065.250396729,2.2850143909454346,0.510994553565979,0.35868221521377563,0.3790729641914368,0.32822051644325256,0.11677320301532744,0.4493175446987152,0.455167293548584,0.6639536291031841,0.6639536291031841,6770.1786,0.00814600690229733,0.008113007277059749,0.01973218079,NA,6770.1786,0.00814600690229733,1,0,0,52.356356886093025,11132829
1994,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.6247434654669752,11208001,3847476.4823913574,2.30836820602417,0.49292415380477905,0.3638044893741608,0.4396045207977295,0.3816013634204865,0.14465683698654175,0.4719145596027374,0.4666506052017212,0.6247434654669752,0.6247434654669752,6940.0903,0.025097077941193407,0.02478731829217512,0.04258250468,52.425896110534666,6940.0903,0.025097077941193407,1,0,1,52.425896110534666,11347652
1995,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.5199178155313828,11455204,3948926.92565918,2.331960439682007,0.4780313074588776,0.3689267635345459,0.46679338812828064,0.4066247344017029,0.16211913526058197,0.4843955636024475,0.48996347188949585,0.5199178155313828,0.5199178155313828,6985.1555,0.006493460178753007,0.006472468489667735,0.022525487740000003,52.528202018737794,6985.1555,0.006493460178753007,1,0,1,52.528202018737794,11561683
1996,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.5196707212752399,11703173.999999998,4099928.379058838,2.3557939529418945,0.4574208259582519,0.37404900789260864,0.4666798710823059,0.4234967827796936,0.17560289800167084,0.48747533559799194,0.4941452443599701,0.5196707212752399,0.5196707212752399,6993.6438,0.0012151912724061736,0.001214453525100743,0.01731747514,52.503213996887204,6993.6438,0.0012151912724061736,1,0,1,52.503213996887204,11775221
1997,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.45265602867053695,11951452,4289636.135101318,2.379871129989624,0.45684814453125,0.3791712820529938,0.479638397693634,0.4521726369857788,0.2039564996957779,0.4793053269386291,0.4760935008525848,0.45265602867053695,0.45265602867053695,7181.1009,0.026803924443506908,0.026450992021088426,0.04327864764,52.53535926818848,7181.1009,0.026803924443506908,1,0,1,52.53535926818848,11987838
1998,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.48270747173317025,12198449,4500110.626220703,2.4041941165924072,0.43031468987464905,0.3887883722782135,0.446987122297287,0.4653053283691406,0.2207556664943695,0.4368460774421692,0.46594876050949097,0.48270747173317025,0.48270747173317025,7307.1694,0.01755559513166002,0.017403275791994282,0.03266529404,52.495688934326175,7307.1694,0.01755559513166002,1,0,0,52.495688934326175,12199693
1999,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.7169963105351119,12442115,4267396.926879883,2.428765773773194,0.4123069643974304,0.4099518358707428,0.30869895219802856,0.3681342303752899,0.1814533919095993,0.4224247634410858,0.458562433719635,0.7169963105351119,0.7169963105351119,6884.7926,-0.05780306667038539,-0.05954096751918515,-0.047393857910000003,52.413042068481445,6884.7926,-0.05780306667038539,1,0,0,52.413042068481445,12412046
2000,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.6367898945994839,12681123,4593042.373657227,2.4535887241363525,0.40510812401771545,0.4311153292655945,0.2738388776779175,0.31699222326278687,0.13774634897708893,0.3991755545139313,0.4376032054424286,0.6367898945994839,0.6367898945994839,6908.243,0.0034061156758739006,0.003400328002475093,0.01091801564,51.90292289733887,6908.243,0.0034061156758739006,1,0,1,51.90292289733887,12626507
2001,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.4937444836842933,12914667,4839009.2849731445,2.484276533126831,0.3961397111415863,0.4522787928581238,0.36647555232048035,0.3163679838180542,0.20358183979988095,0.40284866094589233,0.430711567401886,0.4937444836842933,0.4937444836842933,7131.194,0.03227318436829741,0.03176334556409703,0.040156299000000006,51.40953590393067,7131.194,0.03227318436829741,1,0,1,51.40953590393067,12845521
2002,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.4385591131300999,13143464.999999998,4979533.1954956055,2.515348196029663,0.40000423789024353,0.4734422564506531,0.3843586444854736,0.3134354054927826,0.25628411769866943,0.3979727625846863,0.4281640946865082,0.4385591131300999,0.4385591131300999,7359.7072,0.03204417100418239,0.031541467504060686,0.040967766589999996,50.9297480392456,7359.7072,0.03204417100418239,1,0,1,50.9297480392456,13070609
2003,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.4043121822840225,13369677.999999998,5120744.705200195,2.5468084812164307,0.38699114322662354,0.4946057498455048,0.3992404341697693,0.3189094662666321,0.32255861163139343,0.4434157609939575,0.4550738036632538,0.4043121822840225,0.4043121822840225,7468.5035,0.014782694072394615,0.014674495062293283,0.02722877337,50.41676113128662,7468.5035,0.014782694072394615,1,0,1,50.41676113128662,13301184
2004,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.36402283022899673,13596388,5568521.499633789,2.5725436210632324,0.3904834985733032,0.5157692432403564,0.39638206362724304,0.33582624793052673,0.3663803935050965,0.4482361674308777,0.48230233788490295,0.36402283022899673,0.36402283022899673,7958.9207,0.06566472118544228,0.06359875580778021,0.08211020917,49.86121490478516,7958.9207,0.06566472118544228,1,0,1,49.86121490478516,13534593
2005,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.32390855681626396,13825847,5755225.658416748,2.5941624641418457,0.4051717519760132,0.5369327068328857,0.3906983137130738,0.33648890256881714,0.4016128480434418,0.4550533592700958,0.49039772152900696,0.32390855681626396,0.32390855681626396,8256.7777,0.03742429548267781,0.036741002250939805,0.05291308267,49.26421016693115,8256.7777,0.03742429548267781,1,0,1,49.26421016693115,13770012
2006,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.2646294678924707,14059384,5968001.365661621,2.6159629821777344,0.4094018340110779,0.558096170425415,0.4033065736293793,0.36624598503112793,0.42430347204208374,0.48053309321403503,0.5094437003135681,0.2646294678924707,0.2646294678924707,8521.5598,0.03206845450132445,0.03156499674063728,0.04403526434,48.70632606506348,8521.5598,0.03206845450132445,1,0,1,48.70632606506348,14009061
2007,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.25194197347592706,14296557,6217163.562774658,2.637946844100952,0.4127449989318848,0.5792596340179443,0.4099859893321991,0.3896438479423523,0.44039958715438843,0.5248112082481384,0.5501317381858826,0.25194197347592706,0.25194197347592706,8633.5844,0.013146020520797004,0.013060361493225795,0.02190063972,48.052919235229496,8633.5844,0.013146020520797004,1,0,1,48.052919235229496,14251835
2008,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.20576680382888457,14535739,6360858.44039917,2.6601152420043945,0.42707160115242,0.6004230976104736,0.43620339035987854,0.4398080110549927,0.5086491703987122,0.5888394713401794,0.6015912294387817,0.20576680382888457,0.20576680382888457,9103.8717,0.05447184833219444,0.053040023882552315,0.063571306,46.99900203704834,9103.8717,0.05447184833219444,1,0,1,46.99900203704834,14496797
2009,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.14937694984584535,14774424,6507263.660430908,2.6824700832366943,0.3976746201515198,0.6215866208076477,0.4472530484199524,0.4661560356616974,0.5246968865394592,0.5579589605331421,0.5734850168228149,0.14937694984584535,0.14937694984584535,9081.3705,-0.0024716077666163496,-0.002474667231329892,0.00566491592,45.98168899536133,9081.3705,-0.0024716077666163496,1,0,1,45.98168899536133,14742766
2010,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.1781789175233595,15011116.999999998,6733418.4646606445,2.705012559890747,0.3972854912281037,0.642750084400177,0.46139124035835266,0.5131196975708008,0.5227154493331909,0.5460883378982544,0.5839934945106506,0.1781789175233595,0.1781789175233595,9327.2128,0.02707105717138161,0.02671111761955204,0.03525298669,45.18156597137451,9327.2128,0.02707105717138161,1,0,1,45.18156597137451,14989585
2011,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.172611955518209,15243884,6963473.796844482,2.711337089538574,0.4189417362213135,0.6639135479927063,0.4773865044116974,0.5225173234939575,0.5071201324462891,0.58023601770401,0.6147000789642334,0.172611955518209,0.172611955518209,9985,0.0705234472617587,0.06814773190138708,0.07868140919,44.25349597930908,9985,0.0705234472617587,1,0,1,44.25349597930908,15237728
2012,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.2008665521199632,15474101,7163155.555725098,2.7176766395568848,0.42940232157707214,0.6811813712120056,0.487919420003891,0.533406674861908,0.5984020233154297,0.5841423273086548,0.6050533652305603,0.2008665521199632,0.2008665521199632,10398,0.0413620430645969,0.040529513093745494,0.05641962067,43.769630966186526,10398,0.0413620430645969,1,0,1,43.769630966186526,15483883
2013,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.22906946402488415,15707474,7356478.691101074,2.7240309715270996,0.45572397112846375,0.6669591069221497,0.5037280917167664,0.5327486395835876,0.5938079357147217,0.5580675005912781,0.6187887787818909,0.22906946402488415,0.22906946402488415,10760,0.03481438738218888,0.034222074772114336,0.04946511267,43.46612308502197,10760,0.03481438738218888,1,0,1,43.46612308502197,15722989
2014,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.2751706465769481,15951839.999999998,7504068.851470947,2.7304000854492188,0.45429670810699463,0.6669591069221497,0.5219797492027283,0.5343389511108398,0.5953417420387268,0.6156583428382874,0.6323269009590149,0.2751706465769481,0.2751706465769481,11036,0.025650557620817842,0.025327101621401362,0.03788868549,42.98839210510254,11036,0.025650557620817842,1,0,1,42.98839210510254,15957994
2015,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.30949020127135984,16212019.999999998,7665237.903594971,2.736783981323242,0.4268540441989898,0.6669591069221497,0.5428912043571472,0.5300694704055786,0.572888970375061,0.5578357577323914,0.5732730627059937,0.30949020127135984,0.30949020127135984,10905,-0.011870242841609278,-0.011941256701447306,9.8872608e-4,42.73403816223144,10905,-0.011870242841609278,1,0,1,42.73403816223144,16195902
2016,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.35620192804925177,16491115.999999998,7754486.560821533,2.743182897567749,0.4244872331619262,0.6669591069221497,0.5528878569602966,0.5397109389305115,0.5678281784057617,0.5650084018707275,0.5642073750495911,0.35620192804925177,0.35620192804925177,10527,-0.03466299862448418,-0.03527801438440463,-0.01226383985,42.408644943237306,10527,-0.03466299862448418,1,0,1,42.408644943237306,16439585
2017,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.4130758402107236,16785361,7981274.127960205,2.74959659576416,0.4329056739807129,0.6669591069221497,0.5562955737113953,0.5195298194885254,0.5416271090507507,0.5648984313011169,0.5624023079872131,0.4130758402107236,0.4130758402107236,10637.2771,0.010475643583167032,0.010421154239200082,0.023683865260000003,42.21373207092285,10637.2771,0.010475643583167032,1,0,1,42.21373207092285,16696944
2018,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.4295773200965656,17084358,8168647.766113281,2.756025552749634,0.43279626965522766,0.6669591069221497,0.5603160262107849,0.5414870977401733,0.5412993431091309,0.5770238637924194,0.5943087935447693,0.4295773200965656,0.4295773200965656,10638.8251,1.455259635946387e-4,1.455153757188939e-4,0.012892919329999999,42.22531585693359,10638.8251,1.455259635946387e-4,1,0,1,42.22531585693359,17015672
2019,248,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,NA,17373662,8246670.722961426,2.762469530105591,0.42481616139411926,0.6669591069221497,0.559093177318573,0.5414092540740967,0.5434864163398743,0.587095320224762,0.5866891741752625,NA,0.4295773200965656,NA,NA,NA,1.2105103e-4,42.18878303527832,10638.8251,NA,1,0,1,42.18878303527832,17343740
1973,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,0.5312886047794555,NA,36896554,8290869.71282959,1.204519510269165,1.4719747304916382,0.3926834762096405,0.26419854164123535,1.0182636976242063,0.12247467786073685,0.24726039171218872,0.262523889541626,0.5312886047794555,0.5312886047794555,2063,0.007816316560820713,0.007785927409962294,0.03506830162,NA,2063,0.007816316560820713,1,0,1,36.87071319578623,37120776
1974,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,0.5242076820980032,NA,37708146,8457537.651062012,1.214998722076416,1.571349024772644,0.3926834762096405,0.2624935507774353,1.015885353088379,0.13062946498394012,0.2366180568933487,0.18347328901290896,0.5242076820980032,0.5242076820980032,2099,0.0174503150751333,0.01729980674938115,0.01558938572,NA,2099,0.0174503150751333,1,0,1,36.87071319580078,37930374
1975,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,0.7214008147562033,NA,38549141.99999999,8925417.90008545,1.2255691289901731,1.6228010654449463,0.3926834762096405,0.289655864238739,1.172038197517395,0.1268041431903839,0.3971025049686432,0.2955644726753235,0.7214008147562033,0.7214008147562033,2265,0.07908527870414483,0.0761137180965013,0.08939147159,NA,2265,0.07908527870414483,1,0,1,36.87071319580078,38775584
1976,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,0.7152387322723451,NA,39422730,9222740.173339844,1.2362314462661743,1.4595812559127808,0.3926834762096405,0.308666855096817,1.3186585903167725,0.13673444092273712,0.3894103467464447,0.3408151865005493,0.7152387322723451,0.7152387322723451,2560,0.13024282560706402,0.12243249955647377,0.1327968944,NA,2560,0.13024282560706402,1,0,1,36.87071319580078,39649050
1977,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,0.7449804246407906,NA,40329589,9472696.304321287,1.2469865083694458,1.3881518840789795,0.3926834762096405,0.3778182566165924,1.490664839744568,0.16666394472122192,0.4452393054962158,0.3924972414970398,0.7449804246407906,0.7449804246407906,2817,0.100390625,0.0956652304027644,0.09003044267,NA,2817,0.100390625,1,0,1,36.87071319580078,40577356
1978,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,0.977325990393064,NA,41275735.99999999,9815675.735473633,1.2578352689743042,1.3383971452713013,0.3926834762096405,0.4621962606906891,1.7174389362335205,0.1712612807750702,0.4627939462661743,0.4634341895580292,0.977325990393064,0.977325990393064,2939,0.043308484203052895,0.04239689854254475,0.08628767645,NA,2939,0.043308484203052895,1,0,1,36.87071319580078,41576636
1979,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,1.220095405957204,NA,42267435,10061815.26184082,1.2687783241271973,1.1985127925872805,0.3926834762096405,0.3075365424156189,0.9886913299560548,0.10918824374675752,0.24918490648269653,0.31493672728538513,1.220095405957204,1.220095405957204,3076,0.046614494726097314,0.04556066420661728,0.04547689628,NA,3076,0.046614494726097314,1,0,1,36.87071319580078,42632458
1980,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,1.157419276411457,NA,43309062.99999999,10403703.689575195,1.2798166275024414,1.1031614542007446,0.3926834762096405,0.38012653589248657,1.1725631952285769,0.1194709986448288,0.3519296646118164,0.4289714694023132,1.157419276411457,1.157419276411457,3298,0.07217165149544863,0.06968617249400967,0.1001132904,36.87071319580078,3298,0.07217165149544863,1,0,1,36.87071319580078,43748556
1981,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,1.214005351604811,NA,44400113,10717548.370361328,1.3155516386032104,1.151696801185608,0.3926834762096405,0.24541258811950684,0.648827850818634,0.06653792411088943,0.28499358892440796,0.2728123366832733,1.214005351604811,1.214005351604811,3309,0.0033353547604608852,0.0033298048020679386,0.07348553896,36.93699419021606,3309,0.0033353547604608852,1,0,1,36.93699419021606,44899573
1982,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,1.277531096440633,NA,45539296,10960441.589355469,1.3522844314575195,1.0752315521240234,0.3926834762096405,0.2741175889968872,0.6797897815704346,0.08495473861694336,0.3468009829521179,0.3574889600276947,1.277531096440633,1.277531096440633,3543,0.07071622846781506,0.06832779694385989,0.09907171134000001,36.944775123596195,3543,0.07071622846781506,1,0,1,36.944775123596195,46088647
1983,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,1.1792797120686205,NA,46728286,11114419.937133787,1.3900429010391235,1.1218181848526,0.3926834762096405,0.27430427074432373,0.8066883683204651,0.09232259541749954,0.3466789126396179,0.38686466217041016,1.1792797120686205,1.1792797120686205,3701,0.044594976009031895,0.043629227520683926,0.05094406840000001,37.16047903060913,3701,0.044594976009031895,1,0,1,37.16047903060913,47353665
1984,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,1.1699225417450407,NA,47968641.99999999,11261510.848999023,1.4288556575775146,1.141892671585083,0.3926834762096405,0.2683766484260559,0.929165244102478,0.10007373243570328,0.33232539892196655,0.3674094080924988,1.1699225417450407,1.1699225417450407,3810,0.029451499594704136,0.029026135734590706,0.09745762712,37.201214942932125,3810,0.029451499594704136,1,0,1,37.201214942932125,48676443
1985,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,1.1391373549790742,NA,49258731.99999999,11327382.08770752,1.468752145767212,1.1238888502120972,0.3926834762096405,0.27032142877578735,0.9982637166976928,0.1027936041355133,0.3084162175655365,0.3525291085243225,1.1391373549790742,1.1391373549790742,3939,0.03385826771653543,0.033297694850159126,0.05791505791,37.26907512664795,3939,0.03385826771653543,1,0,1,37.26907512664795,50035843
1986,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,1.1604046558818333,NA,50602354,11335936.546325684,1.5097626447677612,1.113171935081482,0.3926834762096405,0.2720542848110199,0.8988003730773926,0.1138664335012436,0.34043926000595093,0.4044131636619568,1.1604046558818333,1.1604046558818333,3921,-0.00456968773800457,-0.004580160678574261,0.04744525547,37.34092695236206,3921,-0.00456968773800457,1,0,1,37.34092695236206,51424313
1987,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,0.9564288144440196,NA,51991699.99999999,11889907.836914064,1.5519182682037354,1.027881741523743,0.3926834762096405,0.2541540563106537,1.2241359949111938,0.11431217193603516,0.35287031531333923,0.4521009624004364,0.9564288144440196,0.9564288144440196,3929,0.00204029584289722,0.002038217266128016,0.03832752613,37.43359683990479,3929,0.00204029584289722,1,0,1,37.43359683990479,52841319
1988,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,0.9025465293307842,NA,53399246,12219182.968139648,1.5952508449554443,0.9109598398208618,0.3926834762096405,0.25445204973220825,1.3699753284454346,0.13866879045963287,0.37481552362442017,0.4812603890895843,0.9025465293307842,0.9025465293307842,4001,0.018325273606515653,0.018159389298775204,0.05461320496,37.4997790145874,4001,0.018325273606515653,1,0,1,37.4997790145874,54298446
1989,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,0.8322475041596049,NA,54788685,12654310.22644043,1.6397933959960938,0.9169678688049316,0.3926834762096405,0.25075599551200867,1.1764765977859497,0.15328291058540344,0.4234413206577301,0.4840531349182129,0.8322475041596049,0.8322475041596049,4030,0.007248187953011747,0.007222046083493633,0.04920868604,37.61378398895263,4030,0.007248187953011747,1,0,1,37.61378398895263,55765843
1990,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,0.8693199052526316,NA,56134474.99999999,12961669.921875,1.6855796575546265,0.9594029188156128,0.3926834762096405,0.2372051626443863,1.1309244632720947,0.17254748940467834,0.4195663332939148,0.5071656107902527,0.8693199052526316,0.8693199052526316,4022,-0.0019851116625310174,-0.0019870846081313062,0.05667029157,37.73835903167725,4022,-0.0019851116625310174,1,0,1,37.73835903167725,57214630
1991,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,1.224125397746579,NA,57424549,13439834.594726564,1.7169228792190552,1.0163311958312988,0.3926834762096405,0.24352896213531497,0.7704126238822937,0.17930753529071808,0.5195072889328003,0.5443638563156128,1.224125397746579,1.224125397746579,4180.1326,0.03931690701143707,0.038563677171095316,0.011254045939999999,37.768765983581545,4180.1326,0.03931690701143707,1,0,1,37.768765983581545,58611032
1992,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,1.2983196836911883,NA,58666813.99999999,13706996.91772461,1.7428767681121826,1.008389234542847,0.3926834762096405,0.26675817370414734,0.6882903575897217,0.1904615163803101,0.3688030540943146,0.47400692105293274,1.2983196836911883,1.2983196836911883,4338.9538,0.037994297118708706,0.03729029062331388,0.04472859185,38.00340991973877,4338.9538,0.037994297118708706,1,0,1,38.00340991973877,59989142
1993,469,EGY,Egypt,Middle East & North Africa,Lower middle income,IBRD,NA,NA,1.134031018767681,NA,59880658,14048387.52746582,1.769222855567932,1.0537381172180176,0.3926834762096405,0.2364540994167328,0.64380645751953125,0.25137701630592346,0.40639835596084595,0.47052934765815735,1.134031018767681,1.134031018767681,4542.6325,0.04694189184498795,0.04587343067773752,0.02900790799,38.07382301330566,4542.6325,0.04694189184498795,1,0,1,38.07382301330566,61382200
